Kod teryt.;Nazwa jednostki;Liczba mieszkańców;Liczba wyborców ujętych w rejestrze wyborców
101508;gm. Skierniewice;7288;5847
101509;gm. Słupia;2704;2146
101601;m. Tomaszów Mazowiecki;62146;51452
101602;gm. Będków;3385;2801
101603;gm. Budziszewice;2269;1810
101604;gm. Czerniewice;5217;4194
101605;gm. Inowłódz;3890;3248
101606;gm. Lubochnia;7062;5517
101607;gm. Rokiciny;6156;5034
101608;gm. Rzeczyca;4851;3983
101609;gm. Tomaszów Mazowiecki;10865;8627
101610;gm. Ujazd;7922;6413
101611;gm. Żelechlinek;3392;2707
101701;gm. Biała;5598;4502
101702;gm. Czarnożyły;4566;3684
101703;gm. Konopnica;3941;3255
101704;gm. Mokrsko;5477;4384
101705;gm. Osjaków;4860;3882
101706;gm. Ostrówek;4596;3663
101707;gm. Pątnów;6624;5266
101708;gm. Skomlin;3406;2719
101709;gm. Wieluń;32034;26568
101710;gm. Wierzchlas;6640;5430
101801;gm. Bolesławiec;4147;3374
101802;gm. Czastary;3966;3193
101803;gm. Galewice;6246;5019
101804;gm. Lututów;4642;3755
101805;gm. Łubnice;4204;3371
101806;gm. Sokolniki;4905;3996
101807;gm. Wieruszów;14307;11533
101901;m. Zduńska Wola;42059;34712
101902;gm. Szadek;7371;6062
101903;gm. Zapolice;5126;4178
101904;gm. Zduńska Wola;11908;9447
102001;m. Głowno;14407;12038
102002;m. Ozorków;19357;16083
102003;m. Zgierz;55111;46007
102004;gm. Aleksandrów Łódzki;29892;24063
102005;gm. Głowno;4816;3958
102006;gm. Ozorków;7009;5804
102007;gm. Parzęczew;5011;4094
102008;gm. Stryków;12328;10088
102009;gm. Zgierz;13370;10962
102101;m. Brzeziny;12271;10096
102102;gm. Brzeziny;5495;4406
102103;gm. Dmosin;4531;3773
102104;gm. Jeżów;3472;2821
102105;gm. Rogów;4723;3899
106101;m. Łódź;658214;560604
106201;m. Piotrków Trybunalski;73371;60525
106301;m. Skierniewice;47199;38712
120101;m. Bochnia;29545;23673
120102;gm. Bochnia;19514;15453
120103;gm. Drwinia;6452;5207
120104;gm. Lipnica Murowana;5609;4423
120105;gm. Łapanów;7991;6192
120106;gm. Nowy Wiśnicz;13641;10566
120107;gm. Rzezawa;11082;8743
120108;gm. Trzciana;5486;4218
120109;gm. Żegocina;5380;4120
120201;gm. Borzęcin;8454;6799
120202;gm. Brzesko;36370;29181
120203;gm. Czchów;9808;7593
120204;gm. Dębno;14590;11605
120205;gm. Gnojnik;7875;6049
120206;gm. Iwkowa;6436;4858
120207;gm. Szczurowa;9684;7859
120301;gm. Alwernia;12537;10392
120302;gm. Babice;9026;7443
120303;gm. Chrzanów;45850;38734
120304;gm. Libiąż;22230;18345
120305;gm. Trzebinia;33399;27768
120401;gm. Bolesław;2777;2365
120402;gm. Dąbrowa Tarnowska;20939;16931
120403;gm. Gręboszów;3447;2977
120404;gm. Mędrzechów;3501;2867
120405;gm. Olesno;7926;6418
120406;gm. Radgoszcz;7519;5893
120407;gm. Szczucin;13297;10807
120501;m. Gorlice;28054;23287
120502;gm. Biecz;17294;13869
120503;gm. Bobowa;9810;7368
120504;gm. Gorlice;17250;13804
120505;gm. Lipinki;6884;5578
120506;gm. Łużna;8537;6655
120507;gm. Moszczenica;4978;3881
120508;gm. Ropa;5394;4067
120509;gm. Sękowa;5118;4054
120510;gm. Uście Gorlickie;6887;5275
120601;gm. Czernichów;14016;11173
120602;gm. Igołomia-Wawrzeńczyce;7664;6186
120603;gm. Iwanowice;8913;7057
120604;gm. Jerzmanowice-Przeginia;10887;8784
120605;gm. Kocmyrzów-Luborzyca;14410;11533
120606;gm. Krzeszowice;31962;26206
120607;gm. Liszki;16417;13108
120608;gm. Michałowice;9445;7475
120609;gm. Mogilany;13152;10263
120610;gm. Skała;10429;8260
120611;gm. Skawina;42028;33966
120612;gm. Słomniki;13588;11023
120613;gm. Sułoszowa;5884;4687
120614;gm. Świątniki Górne;9670;7698
120615;gm. Wielka Wieś;11002;8681
120616;gm. Zabierzów;25152;20238
120617;gm. Zielonki;20123;15520
120701;m. Limanowa;15053;11945
120702;m. Mszana Dolna;7922;6212
120703;gm. Dobra;9943;7697
120704;gm. Jodłownik;8587;6538
120705;gm. Kamienica;7937;5937
120706;gm. Laskowa;8044;5942
120707;gm. Limanowa;25055;18811
120708;gm. Łukowica;9950;7355
120709;gm. Mszana Dolna;17524;13164
120710;gm. Niedźwiedź;7320;5420
120711;gm. Słopnice;6568;4639
120712;gm. Tymbark;6551;5009
120801;gm. Charsznica;7555;6243
120802;gm. Gołcza;6125;5089
120803;gm. Kozłów;4761;3966
120804;gm. Książ Wielki;5258;4351
120805;gm. Miechów;19498;16137
120806;gm. Racławice;2545;2107
120807;gm. Słaboszów;3754;3072
120901;gm. Dobczyce;14944;11727
120902;gm. Lubień;9991;7593
120903;gm. Myślenice;42958;33860
120904;gm. Pcim;11002;8462
120905;gm. Raciechowice;6340;5019
120906;gm. Siepraw;8573;6659
120907;gm. Sułkowice;14561;11370
120908;gm. Tokarnia;8698;6619
120909;gm. Wiśniowa;7280;5570
121001;m. Grybów;6161;4893
121002;gm. Chełmiec;27747;21063
121003;gm. Gródek nad Dunajcem;9343;6971
121004;gm. Grybów;25009;18547
121005;gm. Kamionka Wielka;10221;7574
121006;gm. Korzenna;14369;10843
121007;gm. Krynica-Zdrój;17021;13784
121008;gm. Łabowa;5873;4273
121009;gm. Łącko;16381;12235
121010;gm. Łososina Dolna;10796;8035
121011;gm. Muszyna;11784;9210
121012;gm. Nawojowa;8411;6276
121013;gm. Piwniczna-Zdrój;10722;8413
121014;gm. Podegrodzie;12883;9544
121015;gm. Rytro;3873;3019
121016;gm. Stary Sącz;23498;18314
121101;m. Nowy Targ;32776;26631
121102;gm. Szczawnica;7392;5971
121103;gm. Czarny Dunajec;22155;17612
121104;gm. Czorsztyn;7638;5962
121105;gm. Jabłonka;18601;14050
121106;gm. Krościenko nad Dunajcem;6813;5338
121107;gm. Lipnica Wielka;6044;4524
121108;gm. Łapsze Niżne;9202;7268
121109;gm. Nowy Targ;23670;18460
121110;gm. Ochotnica Dolna;8519;6409
121111;gm. Raba Wyżna;14692;11385
121112;gm. Rabka-Zdrój;17280;14060
121113;gm. Spytkowice;4536;3429
121114;gm. Szaflary;10776;8469
121201;m. Bukowno;10041;8587
121203;gm. Bolesław;7852;6561
121204;gm. Klucze;15060;12492
121205;gm. Olkusz;48665;40487
121206;gm. Trzyciąż;7104;5723
121207;gm. Wolbrom;23023;18959
121301;m. Oświęcim;38274;32109
121302;gm. Brzeszcze;21277;17554
121303;gm. Chełmek;12843;10531
121304;gm. Kęty;33639;27346
121305;gm. Osiek;8113;6495
121306;gm. Oświęcim;18286;14702
121307;gm. Polanka Wielka;4291;3436
121308;gm. Przeciszów;6788;5492
121309;gm. Zator;9302;7525
121401;gm. Koniusza;8854;7066
121402;gm. Koszyce;5663;4691
121403;gm. Nowe Brzesko;5772;4733
121404;gm. Pałecznica;3670;2899
121405;gm. Proszowice;16248;13394
121406;gm. Radziemice;3467;2799
121501;m. Jordanów;5362;4283
121502;m. Sucha Beskidzka;9387;7664
121503;gm. Budzów;8841;6689
121504;gm. Bystra-Sidzina;6835;5215
121505;gm. Jordanów;10998;8519
121506;gm. Maków Podhalański;16231;12947
121507;gm. Stryszawa;11952;9646
121508;gm. Zawoja;9172;7222
121509;gm. Zembrzyce;5626;4536
121601;gm. Ciężkowice;11408;8994
121602;gm. Gromnik;8886;6898
121603;gm. Lisia Góra;15001;11604
121604;gm. Pleśna;12085;9503
121605;gm. Radłów;9752;7986
121606;gm. Ryglice;11764;9208
121607;gm. Rzepiennik Strzyżewski;6854;5340
121608;gm. Skrzyszów;14109;11089
121609;gm. Tarnów;25034;20036
121610;gm. Tuchów;18211;14354
121611;gm. Wierzchosławice;10819;8679
121612;gm. Wietrzychowice;4053;3362
121613;gm. Wojnicz;13446;10726
121614;gm. Zakliczyn;12513;9741
121615;gm. Żabno;18900;15429
121616;gm. Szerzyny;8074;6450
121701;m. Zakopane;26639;22099
121702;gm. Biały Dunajec;7126;5595
121703;gm. Bukowina Tatrzańska;13177;10262
121704;gm. Kościelisko;8458;6743
121705;gm. Poronin;11353;8766
121801;gm. Andrychów;43746;35022
121802;gm. Brzeźnica;10106;8030
121803;gm. Kalwaria Zebrzydowska;19691;15872
121804;gm. Lanckorona;6113;4749
121805;gm. Mucharz;4026;3171
121806;gm. Spytkowice;10241;8129
121807;gm. Stryszów;6919;5461
121808;gm. Tomice;7825;6092
121809;gm. Wadowice;37721;30415
121810;gm. Wieprz;12157;9462
121901;gm. Biskupice;9672;7516
121902;gm. Gdów;17663;13740
121903;gm. Kłaj;10528;8429
121904;gm. Niepołomice;25782;20373
121905;gm. Wieliczka;54597;43317
126101;m. Kraków;703654;581719
126201;m. Nowy Sącz;82262;66641
126301;m. Tarnów;108338;90652
140101;gm. Białobrzegi;10360;8310
140102;gm. Promna;5652;4535
140103;gm. Radzanów;3916;3036
140104;gm. Stara Błotnica;5381;4145
140105;gm. Stromiec;5680;4502
140106;gm. Wyśmierzyce;2964;2402
140201;m. Ciechanów;43858;36447
140202;gm. Ciechanów;6947;5536
140203;gm. Glinojeck;8044;6422
140204;gm. Gołymin-Ośrodek;4013;3224
140205;gm. Grudusk;3775;3049
140206;gm. Ojrzeń;4384;3514
140207;gm. Opinogóra Górna;5980;4803
140208;gm. Regimin;5013;4085
140209;gm. Sońsk;7821;6357
140301;m. Garwolin;17068;13468
140302;m. Łaskarzew;4900;3986
140303;gm. Borowie;5240;4178
140304;gm. Garwolin;13091;9961
140305;gm. Górzno;6412;4997
140306;gm. Łaskarzew;5464;4330
140307;gm. Maciejowice;7334;5926
140308;gm. Miastków Kościelny;4980;3970
140309;gm. Parysów;4268;3297
140310;gm. Pilawa;10928;8565
140311;gm. Sobolew;8256;6494
140312;gm. Trojanów;7570;5998
140313;gm. Wilga;5325;4301
140314;gm. Żelechów;8568;6758
140401;m. Gostynin;18352;15326
140402;gm. Gostynin;12263;9901
140403;gm. Pacyna;3747;3138
140404;gm. Sanniki;6311;5164
140405;gm. Szczawin Kośc.;5099;4152
140501;m. Milanówek;15991;13072
140502;m. Podkowa Leśna;3888;3194
140503;gm. Baranów;5107;4032
140504;gm. Grodzisk Mazowiecki;43026;33782
140505;gm. Jaktorów;11577;9125
140506;gm. Żabia Wola;8196;6364
140601;gm. Belsk Duży;6599;5379
140602;gm. Błędów;7722;6291
140603;gm. Chynów;9888;7926
140604;gm. Goszczyn;3002;2352
140605;gm. Grójec;24480;19613
140606;gm. Jasieniec;5422;4324
140607;gm. Mogielnica;8965;7424
140608;gm. Nowe Miasto nad Pilicą;8058;6841
140609;gm. Pniewy;4762;3827
140611;gm. Warka;19122;15432
140701;gm. Garbatka-Letnisko;5205;4399
140702;gm. Głowaczów;7578;6204
140703;gm. Gniewoszów;4038;3329
140704;gm. Grabów nad Pilicą;4037;3208
140705;gm. Kozienice;30141;24947
140706;gm. Magnuszew;7065;5703
140707;gm. Sieciechów;4095;3347
140801;m. Legionowo;51497;41116
140802;gm. Jabłonna;17392;13111
140803;gm. Nieporęt;13813;10825
140804;gm. Serock;14135;11241
140805;gm. Wieliszew;12518;9915
140901;gm. Chotcza;2440;2046
140902;gm. Ciepielów;5833;4699
140903;gm. Lipsko;11505;9663
140904;gm. Rzeczniów;4541;3752
140905;gm. Sienno;6079;5063
140906;gm. Solec nad Wisłą;5260;4448
141001;gm. Huszlew;2977;2364
141002;gm. Łosice;11177;9151
141003;gm. Olszanka;3126;2502
141004;gm. Platerów;5078;4109
141005;gm. Sarnaki;5042;4197
141006;gm. Stara Kornica;4982;4038
141101;m. Maków Mazowiecki;9884;7996
141102;gm. Czerwonka;2762;2208
141103;gm. Karniewo;5360;4246
141104;gm. Krasnosielc;6677;5288
141105;gm. Młynarze;1796;1416
141106;gm. Płoniawy-Bramura;5683;4641
141107;gm. Różan;4545;3697
141108;gm. Rzewnie;2728;2200
141109;gm. Sypniewo;3483;2814
141110;gm. Szelków;3737;2990
141201;m. Mińsk Mazowiecki;38822;30732
141204;gm. Cegłów;6171;4959
141205;gm. Dębe Wielkie;9725;7572
141206;gm. Dobre;6038;4816
141207;gm. Halinów;15075;11550
141208;gm. Jakubów;5118;4032
141209;gm. Kałuszyn;5914;4760
141210;gm. Latowicz;5443;4256
141211;gm. Mińsk Mazowiecki;14514;11384
141212;gm. Mrozy;8611;6931
141213;gm. Siennica;7249;5739
141214;gm. Stanisławów;6714;5323
141215;m. Sulejówek;19026;15390
141301;m. Mława;29905;24463
141302;gm. Dzierzgowo;3247;2628
141303;gm. Lipowiec Kościelny;4927;3943
141304;gm. Radzanów;3533;2813
141305;gm. Strzegowo;7838;6381
141306;gm. Stupsk;4981;4002
141307;gm. Szreńsk;4389;3501
141308;gm. Szydłowo;4677;3741
141309;gm. Wieczfnia Kościelna;4120;3237
141310;gm. Wiśniewo;5289;4224
141401;m. Nowy Dwór Mazowiecki;27343;22053
141402;gm. Czosnów;10013;8156
141403;gm. Leoncin;5555;4553
141404;gm. Nasielsk;19655;15858
141405;gm. Pomiechówek;8915;7308
141406;gm. Zakroczym;6266;5148
141501;gm. Baranowo;6737;5421
141502;gm. Czarnia;2685;2032
141503;gm. Czerwin;5234;4224
141504;gm. Goworowo;8678;6995
141505;gm. Kadzidło;11485;8948
141506;gm. Lelis;9403;7241
141507;gm. Łyse;8535;6591
141508;gm. Myszyniec;10717;8384
141509;gm. Olszewo-Borki;10386;8139
141510;gm. Rzekuń;10393;8154
141511;gm. Troszyn;4955;3973
141601;m. Ostrów Mazowiecka;22639;18412
141602;gm. Andrzejewo;4366;3563
141603;gm. Boguty-Pianki;2737;2246
141604;gm. Brok;2926;2358
141605;gm. Małkinia Górna;11973;9771
141606;gm. Nur;2972;2534
141607;gm. Ostrów Mazowiecka;12808;10183
141608;gm. Stary Lubotyń;3851;3054
141609;gm. Szulborze Wielkie;1803;1494
141610;gm. Wąsewo;4468;3632
141611;gm. Zaręby Kościelne;3812;3056
141701;m. Józefów;19217;14922
141702;m. Otwock;43365;35254
141703;gm. Celestynów;11568;9305
141704;gm. Karczew;15585;12801
141705;gm. Kołbiel;8163;6543
141706;gm. Osieck;3599;2883
141707;gm. Sobienie-Jeziory;6345;5156
141708;gm. Wiązowna;11944;9234
141801;gm. Góra Kalwaria;25592;20521
141802;gm. Konstancin-Jeziorna;24056;19574
141803;gm. Lesznowola;22892;16731
141804;gm. Piaseczno;73463;56032
141805;gm. Prażmów;10254;7991
141806;gm. Tarczyn;11058;8861
141901;gm. Bielsk;9027;7232
141902;gm. Bodzanów;8345;6807
141903;gm. Brudzeń Duży;8169;6516
141904;gm. Bulkowo;5844;4681
141905;gm. Drobin;8203;6472
141906;gm. Gąbin;11038;9069
141907;gm. Łąck;5337;4341
141908;gm. Mała Wieś;6167;5069
141909;gm. Nowy Duninów;4004;3271
141910;gm. Radzanowo;8104;6506
141911;gm. Słubice;4580;3709
141912;gm. Słupno;7109;5666
141913;gm. Stara Biała;11289;8882
141914;gm. Staroźreby;7444;5966
141915;gm. Wyszogród;5762;4747
142001;m. Płońsk;21799;17832
142002;m. Raciąż;4559;3765
142003;gm. Baboszewo;8095;6433
142004;gm. Czerwińsk nad Wisłą;7813;6293
142005;gm. Dzierzążnia;3842;3128
142006;gm. Joniec;2611;2150
142007;gm. Naruszewo;6490;5224
142008;gm. Nowe Miasto;4668;3873
142009;gm. Płońsk;7746;6158
142010;gm. Raciąż;8446;6847
142011;gm. Sochocin;5977;4841
142012;gm. Załuski;5693;4543
142101;m. Piastów;22147;18164
142102;m. Pruszków;57064;45975
142103;gm. Brwinów;24578;19592
142104;gm. Michałowice;16974;13323
142105;gm. Nadarzyn;12801;9927
142106;gm. Raszyn;20893;16541
142201;m. Przasnysz;17007;13728
142202;gm. Chorzele;10320;8088
142203;gm. Czernice Borowe;3889;3168
142204;gm. Jednorożec;7340;5717
142205;gm. Krasne;3844;3080
142206;gm. Krzynowłoga Mała;3649;2883
142207;gm. Przasnysz;7413;5838
142301;gm. Borkowice;4429;3722
142302;gm. Gielniów;4703;3892
142303;gm. Klwów;3529;2851
142304;gm. Odrzywół;4012;3336
142305;gm. Potworów;4319;3427
142306;gm. Przysucha;12455;10440
142307;gm. Rusinów;4437;3583
142308;gm. Wieniawa;5524;4476
142401;gm. Gzy;3854;3130
142402;gm. Obryte;4995;4001
142403;gm. Pokrzywnica;5019;3967
142404;gm. Pułtusk;23779;19217
142405;gm. Świercze;4779;3849
142406;gm. Winnica;4155;3274
142407;gm. Zatory;4899;3898
142501;m. Pionki;18628;15854
142502;gm. Gózd;8763;6780
142503;gm. Iłża;15264;12586
142504;gm. Jastrzębia;7006;5462
142505;gm. Jedlińsk;14123;10870
142506;gm. Jedlnia-Letnisko;12630;10012
142507;gm. Kowala;11906;9178
142508;gm. Pionki;10181;8118
142509;gm. Przytyk;7363;5712
142510;gm. Skaryszew;14472;11156
142511;gm. Wierzbica;9944;7965
142512;gm. Wolanów;8800;6774
142513;gm. Zakrzew;12622;9689
142601;gm. Domanice;2703;2119
142602;gm. Korczew;2826;2358
142603;gm. Kotuń;8619;6871
142604;gm. Mokobody;5137;4119
142605;gm. Mordy;6103;4985
142606;gm. Paprotnia;2715;2190
142607;gm. Przesmyki;3454;2838
142608;gm. Siedlce;17637;13761
142609;gm. Skórzec;7742;6022
142610;gm. Suchożebry;4725;3778
142611;gm. Wiśniew;5899;4610
142612;gm. Wodynie;4585;3726
142613;gm. Zbuczyn;10182;7970
142701;m. Sierpc;18118;15026
142702;gm. Gozdowo;6010;4817
142703;gm. Mochowo;6230;4947
142704;gm. Rościszewo;4308;3459
142705;gm. Sierpc;7057;5541
142706;gm. Szczutowo;4406;3552
142707;gm. Zawidz;6904;5544
142801;m. Sochaczew;35712;29546
142802;gm. Brochów;4313;3517
142803;gm. Iłów;6203;4995
142804;gm. Młodzieszyn;5566;4491
142805;gm. Nowa Sucha;6539;5200
142806;gm. Rybno;3509;2776
142807;gm. Sochaczew;10315;8065
142808;gm. Teresin;11297;9061
142901;m. Sokołów Podlaski;18804;15339
142902;gm. Bielany;3821;3056
142903;gm. Ceranów;2354;1984
142904;gm. Jabłonna Lacka;4787;3968
142905;gm. Kosów Lacki;6467;5310
142906;gm. Repki;5507;4546
142907;gm. Sabnie;3893;3238
142908;gm. Sokołów Podlaski;6174;5029
142909;gm. Sterdyń;4253;3568
143001;gm. Chlewiska;6244;5236
143002;gm. Jastrząb;5316;4243
143003;gm. Mirów;3908;3037
143004;gm. Orońsko;5983;4700
143005;gm. Szydłowiec;19001;15513
143201;gm. Błonie;20789;16764
143202;gm. Izabelin;10183;8170
143203;gm. Kampinos;4325;3534
143204;gm. Leszno;9636;7670
143205;gm. Łomianki;24384;19031
143206;gm. Ożarów Mazowiecki;22142;17670
143207;gm. Stare Babice;17147;13413
143301;m. Węgrów;12867;10591
143302;gm. Grębków;4513;3627
143303;gm. Korytnica;6461;5219
143304;gm. Liw;7616;6178
143305;gm. Łochów;17884;14279
143306;gm. Miedzna;4070;3392
143307;gm. Sadowne;6045;4902
143308;gm. Stoczek;5149;4175
143309;gm. Wierzbno;2925;2432
143401;m. Kobyłka;21118;16422
143402;m. Marki;28792;21747
143403;m. Ząbki;31376;23248
143404;m. Zielonka;16876;13597
143405;gm. Dąbrówka;7782;6038
143406;gm. Jadów;7717;6242
143407;gm. Klembów;9561;7404
143408;gm. Poświętne;6166;4833
143409;gm. Radzymin;24783;18811
143410;gm. Strachówka;2901;2393
143411;gm. Tłuszcz;19669;15402
143412;gm. Wołomin;50070;40070
143501;gm. Brańszczyk;8224;6689
143502;gm. Długosiodło;7891;6185
143503;gm. Rząśnik;7027;5484
143504;gm. Somianka;5658;4487
143505;gm. Wyszków;38695;30846
143506;gm. Zabrodzie;5937;4631
143601;gm. Kazanów;4713;3744
143602;gm. Policzna;5907;4903
143603;gm. Przyłęk;6350;5097
143604;gm. Tczów;4913;3854
143605;gm. Zwoleń;15330;12507
143701;gm. Bieżuń;5177;4241
143702;gm. Kuczbork-Osada;4954;3991
143703;gm. Lubowidz;7207;5820
143704;gm. Lutocin;4582;3641
143705;gm. Siemiątkowo;3633;2893
143706;gm. Żuromin;14619;11973
143801;m. Żyrardów;38788;31591
143802;gm. Mszczonów;11353;9163
143803;gm. Puszcza Mariańska;8389;6788
143804;gm. Radziejowice;5462;4343
143805;gm. Wiskitki;9813;7907
146101;m. Ostrołęka;52013;42180
146201;m. Płock;118554;98118
146301;m. Radom;207619;171431
146401;m. Siedlce;74166;59935
146502;Bemowo;112983;91029
146503;Białołęka;103663;75888
146504;Bielany;124998;104535
146505;Mokotów;204453;172124
146506;Ochota;76380;64131
146507;Praga-Południe;168404;141047
146508;Praga-Północ;61466;51530
146509;Rembertów;22424;18033
146510;Śródmieście;106617;92132
146511;Targówek;117611;97068
146512;Ursus;53460;41354
146513;Ursynów;139350;111474
146514;Wawer;70020;55539
146515;Wesoła;22776;17754
146516;Wilanów;29968;21812
146517;Włochy;37746;30300
146518;Wola;126578;107424
146519;Żoliborz;46908;39378
160101;m. Brzeg;35296;29304
160102;gm. Skarbimierz;7509;5949
160103;gm. Grodków;19330;15613
160104;gm. Lewin Brzeski;12999;10581
160105;gm. Lubsza;8932;7298
160106;gm. Olszanka;4973;4033
160201;gm. Baborów;6178;5166
160202;gm. Branice;6700;5623
160203;gm. Głubczyce;22383;18434
160204;gm. Kietrz;10990;9092
160301;m. Kędzierzyn-Koźle;58890;49461
160302;gm. Bierawa;7517;6287
160303;gm. Cisek;5576;4678
160304;gm. Pawłowiczki;7641;6369
160305;gm. Polska Cerekiew;4125;3555
160306;gm. Reńska Wieś;8046;6753
160401;gm. Byczyna;9380;7627
160402;gm. Kluczbork;35588;29940
160403;gm. Lasowice Wielkie;6855;5833
160404;gm. Wołczyn;13508;11132
160501;gm. Gogolin;12197;10148
160502;gm. Krapkowice;22547;18996
160503;gm. Strzeleczki;7319;6144
160504;gm. Walce;5567;4680
160505;gm. Zdzieszowice;15187;12627
160601;gm. Domaszowice;3648;2988
160602;gm. Namysłów;25357;20857
160603;gm. Pokój;5223;4356
160604;gm. Świerczów;3508;2900
160605;gm. Wilków;4558;3628
160701;gm. Głuchołazy;24250;20378
160702;gm. Kamiennik;3551;2936
160703;gm. Korfantów;9256;7686
160704;gm. Łambinowice;7524;6215
160705;gm. Nysa;56467;47581
160706;gm. Otmuchów;13863;11479
160707;gm. Paczków;12844;10674
160708;gm. Pakosławice;3636;3058
160709;gm. Skoroszyce;6302;5150
160801;gm. Dobrodzień;9775;8205
160802;gm. Gorzów Śląski;7250;6019
160803;gm. Olesno;17607;14862
160804;gm. Praszka;13766;11475
160805;gm. Radłów;4356;3554
160806;gm. Rudniki;8349;6865
160807;gm. Zębowice;3665;3085
160901;gm. Chrząstowice;6635;5560
160902;gm. Dąbrowa;9441;7794
160903;gm. Dobrzeń Wielki;14187;11788
160904;gm. Komprachcice;10708;9084
160905;gm. Łubniany;9402;7850
160906;gm. Murów;5437;4649
160907;gm. Niemodlin;13071;10684
160908;gm. Ozimek;19354;16484
160909;gm. Popielów;7933;6666
160910;gm. Prószków;9545;7937
160911;gm. Tarnów Opolski;9389;7815
160912;gm. Tułowice;5191;4318
160913;gm. Turawa;9514;7965
161001;gm. Biała;10658;8884
161002;gm. Głogówek;13226;10972
161003;gm. Lubrza;4342;3571
161004;gm. Prudnik;26872;22399
161101;gm. Izbicko;5358;4447
161102;gm. Jemielnica;7208;5984
161103;gm. Kolonowskie;5831;4996
161104;gm. Leśnica;7737;6448
161105;gm. Strzelce Opolskie;29870;24903
161106;gm. Ujazd;6318;5127
161107;gm. Zawadzkie;11512;9830
166101;m. Opole;112259;94741
180103;gm. Czarna;2447;1957
180105;gm. Lutowiska;2193;1824
180108;gm. Ustrzyki Dolne;17751;14440
180201;gm. Brzozów;26995;21380
180202;gm. Domaradz;6162;4915
180203;gm. Dydnia;8216;6588
180204;gm. Haczów;9413;7490
180205;gm. Jasienica Rosielna;7836;6096
180206;gm. Nozdrzec;8479;6843
180301;m. Dębica;45917;37787
180302;gm. Brzostek;13368;10468
180303;gm. Czarna;13064;10372
180304;gm. Dębica;25375;19955
180305;gm. Jodłowa;5471;4381
180306;gm. Pilzno;18104;14308
180307;gm. Żyraków;13980;11006
180401;m. Jarosław;37811;31540
180402;m. Radymno;5462;4540
180403;gm. Chłopice;5711;4606
180404;gm. Jarosław;13146;10485
180405;gm. Laszki;7141;5601
180406;gm. Pawłosiów;8540;6913
180407;gm. Pruchnik;10002;7848
180408;gm. Radymno;11591;9126
180409;gm. Rokietnica;4470;3578
180410;gm. Roźwienica;6327;5046
180411;gm. Wiązownica;11778;9245
180501;m. Jasło;35960;30057
180502;gm. Brzyska;6592;5209
180503;gm. Dębowiec;8835;6923
180504;gm. Jasło;16656;13453
180505;gm. Kołaczyce;8987;7192
180506;gm. Krempna;1967;1596
180507;gm. Nowy Żmigród;9424;7666
180508;gm. Osiek Jasielski;5430;4336
180509;gm. Skołyszyn;12686;10190
180511;gm. Tarnowiec;9340;7612
180601;gm. Cmolas;8220;6460
180602;gm. Kolbuszowa;24982;20267
180603;gm. Majdan Królewski;10099;8011
180604;gm. Niwiska;6113;4811
180605;gm. Raniżów;7224;5710
180606;gm. Dzikowiec;6602;5276
180701;gm. Chorkówka;13725;10757
180702;gm. Dukla;14761;11908
180703;gm. Iwonicz-Zdrój;10997;8677
180704;gm. Jedlicze;15522;12615
180705;gm. Korczyna;11285;9081
180706;gm. Krościenko Wyżne;5597;4412
180707;gm. Miejsce Piastowe;13707;11114
180708;gm. Rymanów;15973;12805
180709;gm. Wojaszówka;9295;7457
180710;gm. Jaśliska;2087;1603
180801;m. Leżajsk;14147;11808
180802;gm. Grodzisko Dolne;8236;6632
180803;gm. Kuryłówka;5810;4657
180804;gm. Leżajsk;20333;16024
180805;gm. Nowa Sarzyna;21837;17356
180901;m. Lubaczów;12468;10277
180902;gm. Cieszanów;7595;6147
180903;gm. Horyniec-Zdrój;5024;4126
180904;gm. Lubaczów;9343;7513
180905;gm. Narol;8324;6741
180906;gm. Oleszyce;6565;5358
180907;gm. Stary Dzików;4535;3690
180908;gm. Wielkie Oczy;3888;3080
181001;m. Łańcut;17697;14591
181002;gm. Białobrzegi;8616;6720
181003;gm. Czarna;11467;9105
181004;gm. Łańcut;21384;16870
181005;gm. Markowa;6623;5293
181006;gm. Rakszawa;7390;5815
181007;gm. Żołynia;6998;5490
181101;m. Mielec;59892;49745
181102;gm. Borowa;5643;4537
181103;gm. Czermin;7058;5593
181104;gm. Gawłuszowice;2792;2237
181105;gm. Mielec;13134;10494
181106;gm. Padew Narodowa;5440;4339
181107;gm. Przecław;11763;9179
181108;gm. Radomyśl Wielki;14163;11108
181109;gm. Tuszów Narodowy;8082;6370
181110;gm. Wadowice Górne;7580;5920
181201;gm. Harasiuki;6302;5156
181202;gm. Jarocin;5511;4525
181203;gm. Jeżowe;10298;8008
181204;gm. Krzeszów;4281;3553
181205;gm. Nisko;22263;18387
181206;gm. Rudnik nad Sanem;10302;8537
181207;gm. Ulanów;8665;7150
181301;gm. Bircza;6922;5559
181302;gm. Dubiecko;9582;7628
181303;gm. Fredropol;5695;4544
181304;gm. Krasiczyn;5125;4091
181305;gm. Krzywcza;5025;4033
181306;gm. Medyka;6525;5189
181307;gm. Orły;8939;7059
181308;gm. Przemyśl;10300;8383
181309;gm. Stubno;4127;3288
181310;gm. Żurawica;12969;10453
181401;m. Przeworsk;15754;12903
181402;gm. Adamówka;4274;3371
181403;gm. Gać;4673;3724
181404;gm. Jawornik Polski;4689;3893
181405;gm. Kańczuga;12662;10273
